"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"MS","F","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","mother","TvlT-Alto","StuT-Medio","Fail-Medio","no","no","no","yes","yes","yes","no","yes","FamR-Bueno","FreeT-Alto",4,2,2,5,3,7,8,7
"MS","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","at_home","reputation","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",5,1,1,1,2,12,13,14
"MS","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,1,1,4,0,11,12,13
"MS","F","Age-Mayor","U","LE3","A","Medu-EPrimaria","Fedu-E5toA9no","at_home","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,1,2,4,0,12,13,14
"MS","F","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",5,1,2,1,0,18,18,18
"MS","M","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","services","other","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",5,1,1,5,3,17,17,17
"MS","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-E5toA9no","other","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,2,4,0,17,18,18
"MS","F","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Alto","StuT-Medio","Fail-Muy Bajo","no","no","no","yes","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",3,1,1,4,0,9,0,0
"MS","M","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","services","home","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","no","yes","no","no","FamR-Muy Bueno","FreeT-Muy Bajo",4,5,5,1,8,10,11,11
"MS","M","Age-Mayor","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","at_home","services","other","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","yes","yes","yes","yes","yes","yes","FamR-Malo","FreeT-Muy Alto",5,1,1,1,5,12,13,14
"MS","M","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","other","father","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","no","no","no","FamR-Muy Bueno","FreeT-Bajo",3,3,4,4,4,12,13,14
"MS","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","yes","FamR-Muy Malo","FreeT-Medio",1,1,1,2,4,8,8,10
"MS","F","Age-Mayor","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","course","father","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",5,1,4,3,0,11,12,13
"MS","F","Age-Mayor","R","LE3","A","Medu-ESuperior","Fedu-E5toA9no","teacher","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",1,1,1,5,0,5,0,0
"MS","F","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","course","mother","TvlT-Alto","StuT-Medio","Fail-Muy Bajo","no","no","no","no","yes","no","no","no","FamR-Muy Bueno","FreeT-Alto",2,1,2,2,2,9,10,10
"MS","F","Age-Muy Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","other","father","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","no","no","no","FamR-Excelente","FreeT-Muy Alto",5,2,3,2,0,5,0,0
"MS","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-E5toA9no","teacher","other","course","father","TvlT-Medio","StuT-Muy Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",3,3,1,5,0,18,18,18
"MS","F","Age-Joven","R","LE3","A","Medu-E5toA9no","Fedu-EPrimaria","services","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",3,1,2,2,5,11,11,12
"MS","F","Age-Mayor","U","LE3","A","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","no","yes","FamR-Excelente","FreeT-Bajo",3,1,2,3,2,8,10,11
"MS","F","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","at_home","course","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","no","no","no","FamR-Muy Bueno","FreeT-Muy Bajo",1,1,1,4,0,11,11,12
"MS","F","Age-Muy Mayor","R","GT3","A","Medu-EPrimaria","Fedu-EPrimaria","at_home","at_home","course","other","TvlT-Medio","StuT-Medio","Fail-Alto","no","yes","no","yes","yes","no","no","yes","FamR-Bueno","FreeT-Muy Alto",4,1,4,1,0,8,0,0
"MS","F","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","other","home","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",1,1,1,4,5,14,14,15
"MS","M","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-ESecundaria","services","other","home","mother","TvlT-Medio","StuT-Medio","Fail-Muy Bajo","no","yes","yes","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",5,1,3,2,4,10,11,11
"MS","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","yes","FamR-Excelente","FreeT-Medio",4,1,1,5,0,10,10,10
"MS","F","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","other","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","yes","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,2,5,2,12,12,12
"MS","F","Age-Joven","U","LE3","A","Medu-ESecundaria","Fedu-E5toA9no","services","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","no","yes","FamR-Muy Malo","FreeT-Bajo",3,1,2,5,0,15,14,15
"MS","M","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","home","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","yes","yes","yes","FamR-Bueno","FreeT-Medio",2,1,2,3,2,14,13,14
"MS","F","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","course","father","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",2,1,1,4,0,19,17,18
"MS","F","Age-Mayor","R","LE3","A","Medu-EPrimaria","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",4,1,4,5,0,16,15,15
"MS","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","other","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,1,3,3,6,13,12,13
"MS","F","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","at_home","at_home","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Malo","FreeT-Medio",4,1,1,1,4,15,14,15
"MS","F","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","services","course","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","no","yes","no","no","FamR-Bueno","FreeT-Bajo",2,1,2,3,0,13,13,13
"MS","M","Age-Mayor","R","GT3","T","Medu-EPrimaria","Fedu-ESecundaria","at_home","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","yes","no","yes","yes","no","no","FamR-Bueno","FreeT-Medio",4,2,4,3,0,8,10,9
"MS","M","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","other","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",2,2,2,5,0,15,16,16
"MS","F","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","reputation","mother","TvlT-Alto","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Bajo",1,1,2,1,0,8,8,9
"MS","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","at_home","services","course","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Bajo",3,1,2,4,0,10,10,10
"MS","F","Age-Mayor","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","other","teacher","other","father","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","yes","FamR-Bueno","FreeT-Bajo",2,4,2,5,0,7,5,0
"MS","M","Age-Mayor","R","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","services","other","father","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,2,3,3,3,9,10,10
"MS","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","at_home","home","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","yes","no","yes","FamR-Bueno","FreeT-Alto",3,1,1,3,8,10,11,12
"MS","F","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Muy Alto",5,1,3,1,4,7,8,9
"MS","F","Age-Mayor","R","LE3","T","Medu-ESuperior","Fedu-ESuperior","other","other","reputation","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",4,1,1,1,0,15,17,17
"MS","F","Age-Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","mother","TvlT-Muy Alto","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",2,1,2,4,4,10,11,12
"MS","F","Age-Muy Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","other","TvlT-Medio","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,1,3,4,7,8,9
"MS","F","Age-Mayor","R","LE3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",3,3,4,2,1,13,14,14
"MS","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Bajo",3,1,2,1,1,16,16,16
"MS","F","Age-Joven","R","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","at_home","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",4,2,3,1,10,8,9,9
"MS","M","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","home","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","no","FamR-Bueno","FreeT-Bajo",4,1,4,2,4,17,18,19
"MS","M","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","other","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,1,3,5,0,7,7,0
"MS","M","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","services","home","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,1,1,3,4,14,15,16
"MS","M","Age-Muy Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","other","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",2,1,3,5,0,5,8,0
"MS","M","Age-Mayor","R","GT3","T","Medu-ESuperior","Fedu-E5toA9no","other","other","home","father","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","yes","no","yes","yes","no","no","FamR-Excelente","FreeT-Alto",3,4,3,3,0,7,7,0
"MS","F","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","other","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Medio",3,1,3,4,0,14,17,15
"MS","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","other","other","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",4,1,1,1,0,6,9,11
"MS","F","Age-Mayor","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","at_home","reputation","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,2,2,5,4,7,9,10
"MS","F","Age-Muy Mayor","R","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","services","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Muy Bajo","no","no","no","yes","no","yes","yes","no","FamR-Excelente","FreeT-Alto",2,1,2,5,4,10,11,10
"MS","F","Age-Mayor","U","LE3","T","Medu-ESecundaria","Fedu-EPrimaria","teacher","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",4,1,1,1,4,15,15,16
"MS","F","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","no","no","FamR-Muy Malo","FreeT-Muy Bajo",1,1,1,5,6,11,12,9
"MS","M","Age-Joven","U","LE3","T","Medu-ESecundaria","Fedu-EPrimaria","services","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","yes","yes","no","FamR-Malo","FreeT-Alto",5,3,4,2,6,10,10,10
"MS","M","Age-Mayor","R","LE3","T","Medu-ESecundaria","Fedu-E5toA9no","services","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",1,3,4,5,4,10,11,11
